restaurant_id,lat,lng,avg_prep_time
40,1.980069073449981,2.7962205909370623,6.442648266371311
41,3.5366088336619983,9.380681653788098,19.050949831051017
42,4.5809247742552115,9.042372935824043,8.136074311065705
43,7.262710143176076,5.173835715359315,17.258333003018237
44,3.1410561615163846,8.665203697227321,19.943805496368867
45,1.9649117012266482,8.005619597329112,7.830606625120691
46,4.646019357911143,8.172141373254552,18.456653899288657
47,3.6563085899896546,8.72184129985983,7.424430711419206
48,0.5397674287634799,8.513724787924748,19.102001636866675
49,4.929208206351278,8.842630911735224,14.779418892539008
50,3.3312839180215077,8.593070638493765,10.497031768742898
51,2.659179203536737,3.1963526540165947,6.405121517421387
52,1.5888640431604357,2.6081497837087193,13.848062713408158
53,6.264176203193005,6.649717943524669,11.51591548265643
54,7.176131173476541,6.7114633374443375,12.38776540728296
55,5.806572096608891,5.879174630604556,13.580062988137747
56,3.104695419696138,8.48414722107582,18.252410333993886
57,1.7012877096323682,7.892994709871045,19.45429965633879
58,3.887592462326888,8.368085777079092,7.86366546725519
59,3.533297641173161,8.349231792461518,13.352018936875252
60,7.1735078099422305,5.24916743855605,10.379701719442458
61,1.735399188679414,1.6564363570220948,17.730046923870116
62,3.5168169025655107,9.2967167533653,9.4038776639674
63,7.008176094426667,5.9178716190663465,18.698608288347067
64,6.577979085603932,5.72540045934435,18.299257234259898
65,0.6843903611269612,8.929583210752533,15.08039202942799
66,3.4054784068762465,1.3143235663937471,9.298118781924266
67,6.6495707278961875,6.087089699478454,5.582521016441348
68,2.2802891330872237,1.7090837737249682,16.54990329647916
69,1.4408470417670736,8.188756395058371,17.63034612517972
70,2.296553792069721,7.559790950471928,7.07529638626702
71,5.755322856365107,6.421471979491802,11.502811063711132
72,6.470041995612863,6.6199187388803695,7.599414801062687
73,3.2219066108668537,8.43414991922728,6.408099351219376
74,3.3658789736113772,9.064645424806717,19.32297920994791
75,5.145504210877722,7.586438521244287,8.715964842517362
76,2.129453142936158,3.183959002925773,6.467512409765022
77,5.16144885670574,6.612021369995157,11.507774738569594
78,7.627485360420783,6.450899777151911,5.679560146580668
79,6.885205985644663,6.963266337801454,17.847347617824834
80,6.295236527395066,7.43681804172226,19.158374068411355
81,6.8908525769862505,5.596611075145413,19.103453621374364
82,2.2576773054182717,7.310501416786057,11.87379335737275
83,2.471293797540451,2.8160773212492525,17.30640265656902
84,6.521464120832898,5.355225760874049,8.218836795625613
85,6.9111013238079515,5.574255180651335,10.048313223330897
86,7.298446768084574,5.557002999253809,5.349079036037388
87,6.841740805691708,4.931055650604307,15.393355380379091
88,7.3057514722078665,5.942917634014598,16.026065657058286
89,5.8342920733733035,6.911880568309221,11.352064134621777
90,2.237698326557418,2.306619854344012,10.580271286891747
91,6.191159211608526,6.108998715996315,16.098631406710616
92,2.9008885271166567,2.258458083506001,9.800744015459177
93,2.44417006840579,2.185693538892779,15.15154856636455
94,2.420827717265581,8.46202270747294,11.726682829674797
95,2.8099200143852503,3.3195587567465648,8.190918425363435
96,6.1209800024717484,6.978753377000504,6.368091545730356
97,7.762784822430694,5.991559321135055,19.529779159612023
98,4.303241621516612,9.284654845329323,6.516840141841854
99,5.556198957049739,5.986187880159083,18.37845363165165
100,7.4331287036957026,5.5505770082886325,19.20872866075788
101,3.1246783271730205,9.140453427299764,15.622717933747998
102,2.4036029063384943,2.9856342711643973,11.363330138704644
103,6.493784636817691,4.851378554294321,8.805232608097082
104,6.514780233931164,5.765170130808387,6.782268744021079
105,6.086266491057485,7.03116730474054,15.215591406453635
106,1.4102888231171669,8.130265027248953,9.28568129422791
107,4.108367191684108,8.612010651670227,6.106948471030983
108,2.0121892528944216,2.3565594016361535,7.493231478638794
109,3.780349849974714,9.535697954522794,14.41337120126095
110,2.1926831557247373,2.7361107259301725,14.301988967023052
111,6.777089555364189,5.111738895817327,10.300283420390793
112,6.4568339254754745,5.120345461672104,8.89924794281394
113,2.419027111428072,3.1860415822975643,9.642914244294916
114,0.7073814754374769,8.269239000781191,6.9977768783562455
115,2.6191306318042247,2.9862854754044355,11.273645544359283
116,6.240086150736328,5.8840603336565875,11.168826748780535
117,4.16662857642308,8.598825473645734,10.651084549069111
118,7.026412633770717,5.746061120160486,17.631783847035628
119,5.918261640083741,6.422392776383712,13.015194125441946
120,5.811541943804762,6.688070919250735,16.534811227707657
121,5.486782503861696,7.34256581502246,8.616272484944478
122,3.3120258930079713,8.873460356266932,15.075510266087852
123,6.442004995033384,5.637335655860829,15.073597933891994
124,7.493683158818051,5.743484843251374,9.616658596565742
125,5.0266949132198935,9.483384872500931,18.149804039875175
126,3.7146916450487186,9.875343346884776,11.308036679976126
127,6.55344268088791,7.10349320660842,8.194462422633661
128,1.491704334475839,8.04958474423822,14.549664824334238
129,2.3737466096493294,2.021057830203543,13.211694603486674
130,3.7529637027575253,9.272937271711397,14.331300503418102
131,2.7324633658531647,2.570822557051245,11.890202119192587
132,3.1446297311013227,8.57794060183102,11.88703634357392
133,6.09437109925536,6.392225477197585,8.136961866177712
134,2.1866934702637644,2.2103043353120597,6.933195828659739
135,2.4314482465879164,1.7780162695259436,7.728201265987172
136,3.964981402142314,9.083285611529949,15.013366077815407
137,6.173119141249413,6.04132130342156,17.32685955266674
138,6.448201997846996,5.509755126959364,6.330538006355834
139,2.9233925708539292,8.862185076675077,18.413258943438887
140,4.978683517237094,8.623346227265193,5.589682097616484
141,4.97844743427635,8.507103615852568,12.674855203208917
142,2.673826255839747,1.9377743014218451,16.223895355754877
143,5.820795834944544,6.822398610708984,18.860626386611496
144,6.951996724807565,6.587824234836698,15.807740920871973
145,7.144230016019124,5.944892950848061,12.67516163173499
146,1.4007101016052124,7.451638945899268,12.989258996825347
147,3.61077768052668,8.89380175101488,13.459476380282545
148,3.673034508657637,8.064940449472132,6.796431977288768
149,3.8214290703004736,7.5503646907042405,10.326564549189571
150,3.5593338910363514,8.604066491115653,13.056598127278217
151,7.898190149762023,6.48471962166893,13.466878137839618
152,6.418142407798862,5.0978680080941245,14.688758619974019
153,6.850337812801421,4.9702708557195985,9.955227219213711
154,3.8156095310654115,8.4864677675873,7.2928870877649805
155,1.863410999584753,8.002011196342211,5.0795000959640815
156,4.893903229098382,8.568460628013742,17.312922097300287
157,7.877611779332393,6.599073951294948,9.199686404904263
158,1.0098224222713692,8.248720991118304,16.04370775547732
159,1.5945301482063365,7.477250853647277,9.329458298603836
160,6.191046193250182,6.669979704773214,9.809632882392714
161,2.1738734210359674,2.0442260938719885,7.016220154084614
162,6.554967195043049,6.169393420893973,15.22254083335894
163,3.9604839325001815,8.093805191534802,14.09152821583758
164,2.536685187129762,2.146433469668125,17.459291116815937
165,1.8066497160828212,7.857147123522529,19.863942146860857
166,7.099973574180615,6.579334921113894,17.62743165137408
167,1.9508910971773674,2.5421204219199423,7.454839142985568
168,5.522043193791588,6.324208485083087,14.50637845580266
169,1.8747917670887233,7.075770588385682,15.244730951256987
170,2.6021113070243294,3.352181425622712,11.581170130825086
171,4.159784637660981,8.496164186874898,10.758368320598171
172,5.926727372999953,7.050013219311848,6.753470610625461
173,1.5088560006495713,2.8198331842930857,7.089081089950809
174,6.661832523614513,6.648415496905807,13.597262738860831
175,5.579239644175549,6.239658437635968,8.727337097216985
176,4.032104069388597,8.36688572789677,16.43688028611036
177,2.0450117588446,2.3782206562266293,13.047220272268921
178,2.593268037892165,7.462590111568019,12.534325211937952
179,4.522454473253498,6.4718115023844085,16.578229708973677
180,2.941100784185042,2.752257637614039,13.140866650213942
181,2.8391361478503994,2.4270420853702954,19.386121918460418
182,6.946216955393957,7.111053665275568,14.171813531519717
183,1.0269063839396624,8.031714270961938,18.781257833911198
184,5.91735061243714,6.8856389550251,7.28808564371392
185,1.1497330745352046,7.837674589401249,6.159815982331809
186,3.951207118750795,8.996251085087556,6.698570687611329
187,5.607694539632251,6.450011604834568,17.56236183503738
188,4.024183406923247,9.152810210514804,13.869131536173938
189,6.507502307720076,6.319380980217489,8.083697125634561
190,4.422444195294034,7.4453457642902645,18.797834246191407
191,6.078076546555426,4.396950051185243,18.776820874089516
192,2.4839931761384126,1.4830740111032172,7.482699761419607
193,5.693452828841331,7.012683804775073,13.708825254170652
194,6.721507189213826,5.236004919205458,6.280245021179658
195,5.51976313248202,6.209301699998424,9.649053894029164
196,2.3471915039234195,2.17577595672765,8.077094607230109
197,5.092065807714728,7.397275500127911,17.548472199384996
198,2.9424402580596363,0.9182804841649348,11.611441204073422
199,7.651810196085319,5.780306086795366,6.5447221899697325
